BANK,IFSC,MICR,BRANCH,ADDRESS,CONTACT,CITY,DISTRICT,STATE,ABBREVIATION
HDFC Bank,HDFC0CBMC41,305069002,Bombay Mercantile CO OP Bank Ltd,"258 BY 253, Diggi Chowk, Kaisar Gunj, Ajmer - 305001",2625726.0,Ajmer,Ajmer,Rajasthan,HDFC
HDFC Bank,HDFC0CBMC36,400069023,Bombay Mercantile CO OP Bank Ltd,"Shop No 5To7 And 11, Plot No 84 Sector 17 Vashi Navi Mumbai - 400705",27893985.0,Vashi,Thane,Maharashtra,HDFC
HDFC Bank,HDFC0CBMC35,400069020,Bombay Mercantile CO OP Bank Ltd,"OM Niketan CO Operative Housing Society, 314, Pali Ram Road, Andheri W, Mumbai - 400058",26281634.0,Mumbai,Mumbai,Maharashtra,HDFC
HDFC Bank,HDFC0CBMC33,400069018,Bombay Mercantile CO OP Bank Ltd,"Shop No And BY 1B BY 1C BY Shanti Sadan, Junction of Road, Marve Road Malad Mumbai - 400064",28613321.0,Mumbai,Mumbai,Maharashtra,HDFC
HDFC Bank,HDFC0CBMC30,400069015,Bombay Mercantile CO OP Bank Ltd,"OM Chambers, August Kranti Marg, Near Godrej Chowk, Mumbai - 400036",23681364.0,Mumbai,Mumbai,Maharashtra,HDFC
HDFC Bank,HDFC0CBMC28,190069002,Bombay Mercantile CO OP Bank Ltd,"Hotel Broadwaycompled, Maulana Azad Road Srinagar - 190001",2476220.0,Srinagar,Srinagar,Jammu And Kashmir,HDFC
HDFC Bank,HDFC0CBMC27,431069004,Bombay Mercantile CO OP Bank Ltd,"Juna Bazar, Aurangabad - 431001",2334735.0,Aurangabad,Aurangabad,Maharashtra,HDFC
HDFC Bank,HDFC0CBMC25,390069002,Bombay Mercantile CO OP Bank Ltd,"Aanal Apartment, Darbar Desai Road, Nagarwada, Vadodara - 390001",2420988.0,Vadodara,Vadodara,Gujarat,HDFC
HDFC Bank,HDFC0CBMC23,380069004,Bombay Mercantile CO OP Bank Ltd,"Chota Chand Suraj Estate, Khanpur Road, Ahmedabad - 380001",380001.0,Ahmedabad,Ahmedabad,Gujarat,HDFC
HDFC Bank,HDFC0CBMC20,431069005,Bombay Mercantile CO OP Bank Ltd,"Plot No Cidco Cannaught, Town Centre, Cidco, Aurangabad - 431003",2485250.0,Aurangabad,Aurangabad,Maharashtra,HDFC
HDFC Bank,HDFC0CBMC11,400069010,Bombay Mercantile CO OP Bank Ltd,"Patel And Soniarcade, Maulana Azad Road Mumbai - 400008",23073155.0,Mumbai,Mumbai,Maharashtra,HDFC
HDFC Bank,HDFC0CBMC09,400069003,Bombay Mercantile CO OP Bank Ltd,"1B Alexandra Terrace DR Ambedkar Marg, Mumbai - 400027",23711476.0,Mumbai,Mumbai,Maharashtra,HDFC
HDFC Bank,HDFC0CBMC06,380069003,Bombay Mercantile CO OP Bank Ltd,Tilak Road Relief Road Ahmedabad - 380001,22174601.0,Ahmedabad,Ahmedabad,Gujarat,HDFC
HDFC Bank,HDFC0CBMC05,380069002,Bombay Mercantile CO OP Bank Ltd,1886 Fuvara Gandhi Road Ahmedabad - 380001,25357390.0,Ahmedabad,Ahmedabad,Gujarat,HDFC
HDFC Bank,HDFC0CBMC03,400069012,Bombay Mercantile CO OP Bank Ltd,6Ab 7Ab Jariwala Bldg Null Bazar Mumbai - 400003,23462778.0,Mumbai,Mumbai,Maharashtra,HDFC
HDFC Bank,HDFC0CBHRAT,,Shri Bharat UR CO OP Bank Ltd,Azad Road Galli No Jaysingpur Tal Shirole Kolhapur - 416101,225430.0,Jaysingpur,Kolhapur,Maharashtra,HDFC
HDFC Bank,HDFC0CBFUCB,444816352,Bhagyodaya Friends UR Coop Bnk Ltd,"Moghe Complex, Approach Road, Warud, Amravati",233796.0,Warud,Amravati,Maharashtra,HDFC
HDFC Bank,HDFC0CBCBMN,700028252,Baltikuri Cooperative Bank Ltd,"Howrah-Amta Road, Baltikuri, Howrah - 711113",26531446.0,Kolkata,Kolkata,West Bengal,HDFC
HDFC Bank,HDFC0CBAUCB,440082260,DR Babasaheb Ambedkar UR CO Bank,"352, Laxminagar Chowk Nagpur",6452227.0,Nagpur,Nagpur,Maharashtra,HDFC
HDFC Bank,HDFC0CBAD03,444801103,Abhinandan Urban Coop Bank Ltd,"Umak Complex, Jai Hind Chowk, Navi Vasti Badnera",2580380.0,Benoda,Amravati,Maharashtra,HDFC
HDFC Bank,HDFC0CBACOB,800025251,The Bihar Awami Coop Bank Ltd,"Waqf Market, Muradpur, Patna - 4",9430457794.0,Patna,Patna,Bihar,HDFC
HDFC Bank,HDFC0CAZMSB,,Amravati Zilla Mahila Sah Bank Ltd,"Jawahar Road, Amravati",2574658.0,Amravati,Amravati,Maharashtra,HDFC
HDFC Bank,HDFC0CAUCBL,443886501,Anuradha Urban Coop Bank Ltd,"Shivaji Chowk, Khandala Road, Chikhli, Buldana",243581.0,Chikhli,Buldhana,Maharashtra,HDFC
HDFC Bank,HDFC0CASBLK,,Arvind Sahkari Bank Ltd,"Main Road, Katol, Nagpur",222710.0,Nagpur,Nagpur,Maharashtra,HDFC
HDFC Bank,HDFC0CASB01,422511002,DR Babasaheb Ambedkar Sah Bank Ltd,"Shri Ganeshyan Housing Society, Veladsuza Road, Jail Road. Nashik-Road Nasik - 422101",2450264.0,Nashik,Nasik,Maharashtra,HDFC
HDFC Bank,HDFC0CAPJBK,500234252,The AP Janata Coop Urban Bank Ltd,43 44 Basement Minerva Complex SD Road Secunderabad Telangana State - 500003,27892866.0,Secunderabad Cantonment,Hyderabad,Telangana,HDFC
HDFC Bank,HDFC0CAPCBL,431871152,Ambajogai Peoples Co-Op Bank Ltd,"Sahakar Bhavan, Sawarkar Chowk, Prashant Nagar, Ambajogai, TQ. Ambajogai Beed - 431517",245511.0,Ambajogai,Ambajogai,Maharashtra,HDFC
HDFC Bank,HDFC0CAPANI,380420002,Apani Sahakari Bank Ltd,"Hathino Choro, Dariapur, Ahmedabad - 380001",22130488.0,Ahmedabad,Ahmadabad,Gujarat,HDFC
HDFC Bank,HDFC0CANSCB,744656002,Andaman Nicobar State Coop Bank Ltd,"98, Maulana Azad Road, Port Blair, Andaman Nicobar Island - 744101",9434281460.0,Port Blair,Andaman,Andaman And Nicobar Island,HDFC
HDFC Bank,HDFC0CANCBL,392801251,The Amod Nagrik Coop Bank Ltd,Sardar Bhavan Near Dilavar Manzil Amod - 392110,245444.0,Bharuch,Bharuch,Gujarat,HDFC
HDFC Bank,HDFC0CAMSBA,414804001,Ambika Mahila Sah Bank Ltd,"House No 4638, Panchpir Chawadi, Maliwada, Ahmednagar",2359855.0,Ahmadnagar,Ahmadnagar,Maharashtra,HDFC
HDFC Bank,HDFC0CAMNSB,462340002,Astha Mahila Nagrik Sahakari Bank,"E-5/33, First Floor, Arera Colony, Bhopal (M.P.) - 462016",4277703.0,Bhopal,Bhopal,Madhya Pradesh,HDFC
HDFC Bank,HDFC0CAMMCO,251240002,Adarsh Mahila Mercnt Co-Op Bank Ltd,"10-A, New Mandi, Muzaffarnagar, Uttar Pradesh - 251001",2607640.0,Muzaffarnagar,Muzaffarnagar,Uttar Pradesh,HDFC
HDFC Bank,HDFC0CAMCBL,444803101,The Amravati Merchants CO Bnk Ltd,Khandelwal Complex Chaprashipura Camp Amravati,2579050.0,Amravati,Amravati,Maharashtra,HDFC
HDFC Bank,HDFC0CAMBLA,444893002,Akola Merchant Coop Bank Ltd Akola,"Jawar Nagar Chowk, Akola - 444005",2444600.0,Akola,Akola,Maharashtra,HDFC
HDFC Bank,HDFC0CAMBL1,444893152,Akola Merchant CO OP Bank Ltd,IN Front of Nursing Vidyalaya Akola Road Akot Akola,222909.0,Akot,Akola,Maharashtra,HDFC
HDFC Bank,HDFC0CAMARN,380118299,Amarnath Coop Bank Ltd,"Aabhusha 17, Mahadev Nagar Soc, Stadium Road, Ahmedabad - 380014",26565033.0,Ahmedabad,Ahmadabad,Gujarat,HDFC
HDFC Bank,HDFC0CALAVI,390322002,Alavi Co-Operative Bank Limited,"Wadi, Chokhandi, Vadodara - 390017",2582245.0,Vadodara,Vadodara,Gujarat,HDFC
HDFC Bank,HDFC0CAGSBK,560226263,The Ags Employees Co-Op Bank Ltd,"Park House Road, Bangalore - 560001",2265658.0,Bangalore,Bangalore Urban,Karnataka,HDFC
HDFC Bank,HDFC0CADIBK,395432002,The Adinath CO OP Bank Ltd,"B-1 TO 6, Vakharia Market, Opp Abhishek Market, Ring Road, Surat - 395002",2356800.0,Surat,Surat,Gujarat,HDFC
HDFC Bank,HDFC0CADARS,302426251,Adarsh Co-Operative Bank Ltd,"22, Moti Dungri Circle, Jaipur, Rajasthan - 302001",6596973.0,Jaipur,Jaipur,Rajasthan,HDFC
HDFC Bank,HDFC0CACUB9,533820102,The Aryapuram Co-Op Urban Bank Ltd,"Near Gokavaram Bus Stand, Aryapuram, Rajahmundry - 533103",9949487768.0,Rajahmundry,East Godavari,Andhra Pradesh,HDFC
HDFC Bank,HDFC0CACOBL,452240251,Arihant Urban Co-Op Bank Ltd.Indore,"Abhay Prashal, 10, Race Course Road, Indore - 452003",2535982.0,Indore,Indore,Madhya Pradesh,HDFC
HDFC Bank,HDFC0CACH05,444885053,Abhinandan Urban Coop Bank Ltd,Nagar Parishad Hall Near Police Station Devdi,3251202.0,Achalpur,Amravati,Maharashtra,HDFC
HDFC Bank,HDFC0CACABL,781117002,The Assam Coop Apex Bank Ltd,"Head Office Pan Bazar, Guwahati - 78100",9435709063.0,Guwahati,Kamrup Metropolitan,Assam,HDFC
HDFC Bank,HDFC0CABBLM,400240262,Bank Limited,"Liberty Bldg, 41-42, Sir Vithaldas Thackersey Marg, New Marines Lines, Mumbai - 400020",22005392.0,Mumbai,Greater Bombay,Maharashtra,HDFC
HDFC Bank,HDFC0CAACOB,395002437,Akhand Anand CO OP Bank Ltd,"Near Anath Balashram, Katargam Surat - 395004",2536772.0,Surat,Surat,Gujarat,HDFC
HDFC Bank,HDFC0C0RSBL,400068275,Raigad Sahkari Bank Ltd,"3/4, Raigad Sadan, Atul Coop Housing Society, Abhyudaya Nagar, Kalachowki, Mumbai - 33",24704334.0,Mumbai,Greater Bombay,Maharashtra,HDFC
HDFC Bank,HDFC0009258,842240501,Keshopur, AT Post Office Keshopur NH 28 Block Sakra Muzaffarpur Bihar - 843104,2666161.0,Keshopur,Gopalganj,Bihar,HDFC
HDFC Bank,HDFC0009250,782240103,Nagaon II ND Branch, Grnd And 1St Flr Goswami Market Ubedur Rahman Road Nagaon Assam - 782001,9957193333.0,Nagaon,Nagaon,Assam,HDFC
HDFC Bank,HDFC0009248,110240508,Sec Lxxvii Noida, Shop No And Aditya Urban Casa Sec 78 Noida Gautam Budh Nagar Uttar Pradesh - 201301,9935903333.0,Noida,Gautam Buddha Nagar,Uttar Pradesh,HDFC
HDFC Bank,HDFC0009247,334240003,Samta Nagar Bikaner, 13 Samta Nagar Opp Anaj Mandi Ganganagar Road Bikaner Bikaner Rajasthan - 334001,9875003333.0,Bikaner,Bikaner,Rajasthan,HDFC
HDFC Bank,HDFC0009243,273240011,Medical Raod,Grd And 1St Flr Municipal No 0347 Plot 03 Arazi 160 Chargawan Rapti Ngr Hsg Scheme Gorakhpur - 273003,9935903333.0,Gorakhpur,Gorakhpur,Uttar Pradesh,HDFC
HDFC Bank,HDFC0009241,781240022,Hatigarh Chariali,Grdflr Pragjyotish Eye Clinic Research Cent Zoo Narangi RD Guwahati Kamrup Metropolitan Assam - 781021,9957193333.0,Guwahati,Kamrup,Assam,HDFC
HDFC Bank,HDFC0009239,110240505,Noida Sector Xlv,Grnd And 1St Flr Shop No G1 G2 Ff1 Ff2 Sds Nri Residency Sector45 Noida Gautam Budh Nagar - 201301,9935903333.0,Noida,Gautam Buddha Nagar,Uttar Pradesh,HDFC
HDFC Bank,HDFC0009238,110240507,Sec Cxxxv Noida,GR Flr Unit No12 12A 14 Assotech Business Cres Erra Plotno22 Sec135 Noida Gautam Budh Ngr - 201301,9935903333.0,Noida,Gautam Buddha Nagar,Uttar Pradesh,HDFC
HDFC Bank,HDFC0009233,560240166,Dairy Circle Road,97 Grd Flr Hosur RD Opp Forum Mall And Indian Oil Petrol Pump Bengalore Karnataka - 560029,9945863333.0,Bangalore,Bangalore Urban,Karnataka,HDFC
HDFC Bank,HDFC0009232,794240502,Ampatigiri, Frd Flr 2nd Ampatigiri Mouza No Viii Ama Karaibari West Garo Hills Meghalaya - 794105,3453333.0,West Garo Hills,West Garo Hills,Meghalaya,HDFC
HDFC Bank,HDFC0009231,396240035,Vapi Bazar, First Floor Abdul Kalam Shopping Center Vapi Town Vapi Pardi Valsad Gujarat - 396191,9898271111.0,Vapi,Valsad,Gujarat,HDFC
HDFC Bank,HDFC0009229,530240015,Beach Road,Grd Flr Door 64 65 Asst No 3055 Block 35 No 990 of Waltair Ward Vizag - 254302,9949493333.0,Visakhapatnam,Vishakhapatnam,Andhra Pradesh,HDFC
HDFC Bank,HDFC0009228,110240506,Crossing Republic Ghaziabad,Grnd Flr Shop No And Gardenia Square Crossing Republic Ghaziabad Uttar Pradesh - 201016,9935903333.0,Ghaziabad,Ghaziabad,Uttar Pradesh,HDFC
HDFC Bank,HDFC0009222,413240504,Sonai, Upper Grnd Floor Survey No 1673 AT Post Office Sonai Tal Nevasa Ahmadnagar Maharashtra - 414105,9890603333.0,Sonai,Ahmadnagar,Maharashtra,HDFC
HDFC Bank,HDFC0009220,422240019,Ashok Nagar Nashik,Grd Flr Asmita Busines Center Plotno19 Gatno 488 Bhd Papaya Nurs Satpur Cly Nashik Maharshtra - 422007,9890603333.0,Nashik,Nasik,Maharashtra,HDFC
HDFC Bank,HDFC0009217,600240121,Alandur,Grd And Base Flr MM Complex Plotno 30 10 And 29 12 Hopman ST NR Alandur Court Kanchepuram TN - 600016,9840673333.0,Alandur,Kancheepuram,Tamil Nadu,HDFC
HDFC Bank,HDFC0009214,395240033,Pal, Grd Flr West Arena And 10 Near Galaxy Circle Green City RD Surat Gujarat - 394510,9898271111.0,Surat,Surat,Gujarat,HDFC
HDFC Bank,HDFC0009209,160240085,Panchkula, Ground And Basement Floor Sco 94 Sector 21 Panchkula Haryana - 134112,9996243333.0,Panchkula,Panchkula,Haryana,HDFC
HDFC Bank,HDFC0009208,785240503,Bokakhat,Ground Floor Ward Adjacent TO Bank of Baroda NH 37 And Bokakhat Golaghat Assam - 785612,9957193333.0,Bokakhat,Golaghat,Assam,HDFC
HDFC Bank,HDFC0009207,560240164,Chandapura,Grd And 1St Flr Siri Arcade Katha No 799 Site No 11 20 Sharadha Layout Bangalore Karnataka - 560081,9945863333.0,Chandapura,Bangalore Urban,Karnataka,HDFC
HDFC Bank,HDFC0009206,151240106,Faridkot, Grd And 1St Flr Sco Improvement Trust Complex Market Sadiq RD Faridkot Punjab - 151203,9815331111.0,Faridkot,Faridkot,Punjab,HDFC
HDFC Bank,HDFC0009201,425240507,Parola, Ground Flr Showroom Cts No 5552 Kajgaon Road AT Post Office Parola Jalgaon Maharashtra - 425111,9890603333.0,Parola,Jalgaon,Maharashtra,HDFC
HDFC Bank,HDFC0009199,424240501,Mahal Pandhari, Ground Floor OM Niranjan Hospital AT Post Office Mahal Pandhari Dhule Maharashtra - 424303,9890603333.0,Dhule,Dhule,Maharashtra,HDFC
HDFC Bank,HDFC0009197,690240003,Haripad, Ground Floor The Hive Commercial Complex NH Haripad Alappuzha Kerala - 690514,9895663333.0,Haripad,Alapuzha,Kerala,HDFC
HDFC Bank,HDFC0009196,560240165,Haralur Road Sarjapura, Ground Flr SY No 23 Ambalipura Haralur RD Off Sarjapura RD Bangalore Karnataka - 560102,9945863333.0,Sarjapura,Bangalore Urban,Karnataka,HDFC
HDFC Bank,HDFC0009194,390240030,Chhani Road Branch, Ground Floor Aditya II Next TO Deepak Nitrite Ltd Chhani Road Vadodara Gujarat - 390002,9898271111.0,Vadodara,Vadodara,Gujarat,HDFC
HDFC Bank,HDFC0009193,305240031,Ajmer, Ground Flr Shop No 10 Opp Balupura RD Adarsh Nagar Nasirabad RD Ajmer Rajasthan - 305001,9875003333.0,Ajmer,Ajmer,Rajasthan,HDFC
HDFC Bank,HDFC0009191,110240504,Aterna, Ground Floor No 888 Near Govt SR Sec School Aterna Sonipat Haryana - 131023,9996243333.0,Sonipat,Sonipat,Haryana,HDFC
HDFC Bank,HDFC0009189,211240011,Gaddopur, Ground Floor Plot No 611 Gaddopur Phaphamau Allahabad Uttar Pradesh - 211013,9935903333.0,Allahabad,Allahabad,Uttar Pradesh,HDFC
HDFC Bank,HDFC0009188,520240582,Ibrahimpatnam,Grd Flr Vtps Main RD NR Sub Register Off Ibrahimpatnam Krishna Krishna Andhra Pradesh - 521456,9949493333.0,Ibrahimpatnam,Krishna,Andhra Pradesh,HDFC
HDFC Bank,HDFC0009187,246240005,Kiratpur, Ground Flr Main Road Adjoining Obc Near Bus Stand Kiratpur Bijnor Uttar Pradesh - 246731,9935903333.0,Kiratpur,Bijnor,Uttar Pradesh,HDFC
HDFC Bank,HDFC0009184,506240006,Mgroad Warangal, Grd Flr No 11 25 81 Indira Arcade Road Kakhaji Colony Warangal Telangana - 506002,9949493333.0,Warangal,Warangal,Telangana,HDFC
HDFC Bank,HDFC0009181,520240542,Nandigama, Ground Flr NR New Tdp Office Main RD Raitupet Nandigama Krishna Andhra Pradesh - 521185,9949493333.0,Nandigama,Krishna,Andhra Pradesh,HDFC
HDFC Bank,HDFC0009180,520240105,Pattabhipuram,Grd Flr Door No 39 Assno 13212 Beside Sri Nidhi Kalyana Mandapam Stambalagaru Guntur - 522006,9949493333.0,Guntur,Guntur,Andhra Pradesh,HDFC
HDFC Bank,HDFC0009179,530240014,Zilla Parishad,Grd Flr 17 11 Tripura Medical Centre Maharanipeta NR Collectors Off Junction Vizag AP - 530001,9949493333.0,Visakhapatnam,Vishakhapatnam,Andhra Pradesh,HDFC
HDFC Bank,HDFC0009178,211240512,Sarai Akil, Ground Floor Khasra No 231 Phakeerabad Chauraha Sarai Akil Kaushambi Uttar Pradesh - 212216,9935903333.0,Sarai Aqil,Kaushambi,Uttar Pradesh,HDFC
HDFC Bank,HDFC0009177,110240502,Manesar, Ground Basement And 1St Floor Sco No D1 Sector Manesar Gurgaon Haryana - 122050,9996243333.0,Manesar,Gurgaon,Haryana,HDFC
HDFC Bank,HDFC0009173,380240083,Iskcon Road,Ground Floor Shop No 14 Dev Arc Complex Iskcon Cross Road Highway Ahmedabad Gujarat - 380015,9898271111.0,Ahmedabad,Ahmadabad,Gujarat,HDFC
HDFC Bank,HDFC0009171,533240742,Malikipuram,Grd Flr Door No 319 And 319 Sai Pavan Enclave Malikipuram East Godavari Andhra Pradesh - 533253,9949493333.0,Malikipuram,East Godavari,Andhra Pradesh,HDFC
HDFC Bank,HDFC0009169,533240004,Kakinada Iii,Grd Flr Door No 25 39 Ganjam Vari Street Temple Street Kakinada East Godavari Andhra Pradesh - 533001,9949493333.0,Kakinada,East Godavari,Andhra Pradesh,HDFC
HDFC Bank,HDFC0009167,410240052,Manchar, Upper Grnd Flr Shop No 22 23 24 26 of Trimurti Complex Pune Nashik Highway AT Post Office Manchar Pune Maharashtra - 410503,9890603333.0,Manchar,Pune,Maharashtra,HDFC
HDFC Bank,HDFC0009165,380240082,Anandnagar Cross Road, Ground Floor Shop No 13 Dev Aurum 100 FT RD Satellite Prahladnagar Ahmedabad Gujarat - 380015,9898271111.0,Ahmedabad,Ahmadabad,Gujarat,HDFC
HDFC Bank,HDFC0009159,400240200,Kalyan, Grnd And Mezz Flr Charm Star Building Bailbazar Near Sbi Bank Kalyan West Thane Maharashtra - 421301,9890603333.0,Kalyan,Thane,Maharashtra,HDFC
HDFC Bank,HDFC0009158,534240003,Eluru II,Grd Flr Door No Canel RD NR Municipal Corp Off Eluru West Godavari Andhra Pradesh - 534001,9949493333.0,Eluru,West Godavari,Andhra Pradesh,HDFC
HDFC Bank,HDFC0009157,273240008,Chatai Khajni,Grond Floor Khasra No 91 And 92 Village Khutbhar Pargana Unwal Tehsil Khajni Gorakhpur Uttar Pradesh - 273212,9935903333.0,Khajni,Gorakhpur,Uttar Pradesh,HDFC
HDFC Bank,HDFC0009153,530240013,Hbcolony Doctors Colony, Ground Floor Door No 55 11 Mmtc Colony Visakhapatnam Andhra Pradesh - 530022,9949493333.0,Visakhapatnam,Vishakhapatnam,Andhra Pradesh,HDFC
HDFC Bank,HDFC0009150,396240006,Nana Pondha, Grd And 1St Flr Shop No1 101 Sai Complex NR Ashtha Hospital Taluka Kaparada Valsad Gujarat - 396126,9898271111.0,Nanapondha,Valsad,Gujarat,HDFC
HDFC Bank,HDFC0009149,804240102,Arwal, Ground Floor Below Central Bank of India Arwal Patna Main Road Arwal Bihar - 804401,2666161.0,Arwal,Arwal,Bihar,HDFC
HDFC Bank,HDFC0009147,500240503,Ameenapur, Grnd Flr Plot No 15 SY No Ameenpur Vill RD Chandanagr Serlingamapally Medak Telangana - 259262,9949493333.0,Medak,Medak,Telangana,HDFC
HDFC Bank,HDFC0009146,534240582,Chintalapudi,Grd Flr Ratna Shopping Mall Shop No Main RD Chintalapudi West Godavari Andhra Pradesh - 103104,9949493333.0,Chintalapudi,West Godavari,Andhra Pradesh,HDFC
HDFC Bank,HDFC0009145,785240203,Central Market Sivasagar, Grnd And Mezz Floor Arcade Dutta Villa Road Central Market Sivasagar Assam - 785640,9957193333.0,Sibsagar,Sibsagar,Assam,HDFC
HDFC Bank,HDFC0009144,755240502,Jaraka, Ground And First Flr Panchayat Samiti Dharmasala AT Post Office Jaraka Jajpur Odisha - 755008,9937903333.0,Dharmasala,Jajpur,Odisha,HDFC
HDFC Bank,HDFC0009142,395240031,Althan,Ground Floor Anupam Square Showroom No Shop No And Vip Road Althan Surat Gujarat - 395017,9898271111.0,Surat,Surat,Gujarat,HDFC
HDFC Bank,HDFC0009139,262240503,Amaria, Grd Flr Main Road Adjoining City Hospital Village Amaria Pilibhit Uttar Pradesh - 262121,9935903333.0,Ameria,Pilibhit,Uttar Pradesh,HDFC
HDFC Bank,HDFC0009138,221240504,Pindara, Ground Floor Khasara No 2386 Kha 24 2873 Village Pindara Pargana Kol Asala Varanasi Uttar Pradesh - 408267,9935903333.0,Pindara,Varanasi,Uttar Pradesh,HDFC
HDFC Bank,HDFC0009136,221240012,Nichibagh, Ground Floor Bldg No 61 102 AT Mohalla Bula Nala Nichibagh Varanasi Uttar Pradesh - 221001,9935903333.0,Varanasi,Varanasi,Uttar Pradesh,HDFC
HDFC Bank,HDFC0009134,224240153,Nawabhiti, Ground Floor Adjacent Bob House No 256 Kha Nawabhiti Pargana Mijhoura Bhiti Ambedkar Nagar Uttar Pradesh - 224132,9935903333.0,Mijhaura,Ambedkar Nagar,Uttar Pradesh,HDFC
HDFC Bank,HDFC0009129,600240120,Mugalivakkam, Grnd And 1St Flr No 11 Annai Velankani Nagar Mugalivakkam Chennai Tamil Nadu - 600125,9840673333.0,Chennai,Chennai,Tamil Nadu,HDFC
HDFC Bank,HDFC0009128,226240028,Nijampur Malhor, Ground Floor Plot No 51 And 51A Opp Gate No of Amity University Vill Nijampur Lucknow Uttar Pradesh - 226028,9935903333.0,Lucknow,Lucknow,Uttar Pradesh,HDFC
HDFC Bank,HDFC0009127,211240511,Koraon, Ward No 08 Shaheed Nagar Khasara No 1095 Village Koraon Tappa Dhhaiyya Allahabad Uttar Pradesh - 212306,9935903333.0,Koraon,Allahabad,Uttar Pradesh,HDFC
HDFC Bank,HDFC0009126,110240498,Sector Lxxiv Dlf Corp Greens, Ground Floor Tower No Shop No Dlf Corporate Greens Sector 74A Gurgaon Haryana - 122002,9996243333.0,Gurgaon,Gurgaon,Haryana,HDFC
HDFC Bank,HDFC0009125,390240028,Vasna Bhayli, Ground Floor Shop No12 TO 17 Earth Artica No 333 No 84 Vadodra Vadodara Gujarat - 391410,9898271111.0,Vadodara,Vadodara,Gujarat,HDFC
HDFC Bank,HDFC0009123,785240004,Jorhat Tarajan, Ground Floor Dag No 5234 Tarajan Road Jorhat Assam - 785001,9957193333.0,Jorhat,Jorhat,Assam,HDFC
HDFC Bank,HDFC0009122,380240081,Vatva II, Ground Floor Shop No5 TO 20 Gidc Estate Shankheshwar Industrial Park Ahmedabad Gujarat - 382445,9898271111.0,Ahmedabad,Ahmadabad,Gujarat,HDFC
HDFC Bank,HDFC0009121,764240302,Malkanagiri, Ground Floor Nuaguda Opp Fci Main Road Arts College Road Malkangiri Koraput Odisha - 764048,9937903333.0,Malkangiri,Malkangiri,Odisha,HDFC
HDFC Bank,HDFC0009119,110240494,Sector Gurgaon, Ground Basement And First Floor Sco 53 Sector Gurgaon Haryana - 122001,9996243333.0,Gurgaon,Gurgaon,Haryana,HDFC
HDFC Bank,HDFC0009116,411240065,Akurdi, Upper Grnd Flr Jai Ganesh Vision Shop No 76 77 Wing S.No 171 171 13 171 12 Pune - 411035,61606161.0,Pune,Pune,Maharashtra,HDFC
HDFC Bank,HDFC0009113,110240493,Old Judicial Complex, Grnd And First Flr Dss 13 Old Judicial Complex Civil Lines Gurgaon Haryana - 122001,9996243333.0,Gurgaon,Gurgaon,Haryana,HDFC
HDFC Bank,HDFC0009112,380240079,Sindhu Bhavan, Grnd Flr Shop No B5 Shivalik Business Center BH Rajpath Club Opp Golf Club Ahmedabad Gujarat - 380058,9898271111.0,Ahmedabad,Ahmadabad,Gujarat,HDFC
HDFC Bank,HDFC0009111,400240198,Ulhasnagar Camp Iii Furniture Bazaar,Basement Floor Shop No Karia Arcade Ulhasnagar Thane Maharashtra - 106107,61606161.0,Ulhasnagar,Thane,Maharashtra,HDFC
HDFC Bank,HDFC0009110,110240492,Palm Square Sector Lxvi, Grnd Flr 02 And 03 Palm Sqaure Sector 66 Golf Course Extension Gurgaon Haryana - 122002,9996243333.0,Gurgaon,Gurgaon,Haryana,HDFC
HDFC Bank,HDFC0009107,411240064,Kharadi Eon, Ground Floor Showroom No Arissa Avenue No 58 And SB Kharadi Pune - 411014,61606161.0,Pune,Pune,Maharashtra,HDFC
HDFC Bank,HDFC0009106,305240030,Pushkar, Ground Floor Shri Rama Vaikhunt Temple Ajmer Rajasthan - 305022,9875003333.0,Pushkar,Ajmer,Rajasthan,HDFC
HDFC Bank,HDFC0009105,682240036,Marine Drive Kochi, Ground Floor Door XL 3592 Elizabeth Alexandermemorial Building Shanmugham RD Ernakulam Kerala - 682031,9895663333.0,Kochi,Ernakulam,Kerala,HDFC
HDFC Bank,HDFC0009101,600240119,East Abiramapuram, Ground Floor No 5A Dsilva Road East Abiramapuram Mylapore Chennai Tamil Nadu - 600004,9840673333.0,Chennai,Chennai,Tamil Nadu,HDFC
HDFC Bank,HDFC0009100,530240012,Vip Road Balaji Nagar, Ground Floor Dno09 14 Vip Road Cbm Compound Waltair Ward Vishakapatnam Andhra Pradesh - 530003,9949493333.0,Visakhapatnam,Vishakhapatnam,Andhra Pradesh,HDFC
HDFC Bank,HDFC0009098,380240078,Ramdevnagar Road, Ground Floor Shop No 3B 4B Krishna Complex Opp Devashish Business Park Ahmedabad Gujarat - 380015,9898271111.0,Ahmedabad,Ahmadabad,Gujarat,HDFC
HDFC Bank,HDFC0009096,281240004,Iocl Township Mathura,Ground Floor AA Township Chowk Krishna Viharnh Iocl Mathura Mathura Uttar Pradesh - 281006,9935903333.0,Mathura,Mathura,Uttar Pradesh,HDFC
HDFC Bank,HDFC0009094,110240489,Basai Road, Ground And Basement 542 Basai Road Gurgaon Haryana - 122001,9996243333.0,Gurgaon,Gurgaon,Haryana,HDFC
HDFC Bank,HDFC0009093,303240031,Dudu, Ground Floor Near Sarvjanik Dharmshala NH Ajmer Road Jaipur Rajasthan - 303008,9875003333.0,Dudu,Jaipur,Rajasthan,HDFC
